Year,Year Code,Country Name,Country Code,"Age at first marriage, male [SP.DYN.SMAM.MA]","Age at first marriage, female [SP.DYN.SMAM.FE]","Cause of death, by injury (% of total) [SH.DTH.INJR.ZS]","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) [SH.DTH.COMM.ZS]","Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]",Diabetes prevalence (% of population ages 20 to 79) [SH.STA.DIAB.ZS],Exclusive breastfeeding (% of children under 6 months) [SH.STA.BFED.ZS],"Immunization, BCG (% of one-year-old children) [SH.IMM.IBCG]","Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]","Immunization, DPT (% of children ages 12-23 months) [SH.IMM.IDPT]","Labor force, total [SL.TLF.TOTL.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]",Net migration [SM.POP.NETM],"Number of surgical procedures (per 100,000 population) [SH.SGR.PROC.P5]",Number of people who are undernourished [SN.ITK.DEFC],"Physicians (per 1,000 people) [SH.MED.PHYS.ZS]","Population, total [SP.POP.TOTL]","Suicide mortality rate (per 100,000 population) [SH.STA.SUIC.P5]","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) [SH.ALC.PCAP.LI]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]",Rural population (% of total population) [SP.RUR.TOTL.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]",Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) [SH.STA.ORCF.ZS],Domestic general government health expenditure (% of general government expenditure) [SH.XPD.GHED.GE.ZS],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Immunization, HepB3 (% of one-year-old children) [SH.IMM.HEPB]","Immunization, Hib3 (% of children ages 12-23 months) [SH.IMM.HIB3]","Immunization, Pol3 (% of one-year-old children) [SH.IMM.POL3]",Low-birthweight babies (% of births) [SH.STA.BRTW.ZS],"Malnutrition prevalence, weight for age (% of children under 5) [SH.STA.MALN.ZS]",Maternal leave benefits (% of wages paid in covered period) [SH.MMR.WAGE.ZS],"Mortality caused by road traffic injury (per 100,000 people) [SH.STA.TRAF.P5]","Maternal mortality ratio (national estimate, per 100,000 live births) [SH.STA.MMRT.NE]","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%) [SH.DYN.NCOM.ZS]","Mortality rate attributed to household and ambient air pollution (per 100,000 population) [SH.STA.AIRP.P5]","Mortality rate attributed to unintentional poisoning (per 100,000 population) [SH.STA.POIS.P5]","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) [SH.STA.WASH.P5]","Mortality rate, adult, male (per 1,000 male adults) [SP.DYN.AMRT.MA]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate, infant, female (per 1,000 live births) [SP.DYN.IMRT.FE.IN]","Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]",Number of infant deaths [SH.DTH.IMRT],Number of maternal deaths [SH.MMR.DTHS],Number of neonatal deaths [SH.DTH.NMRT],Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure [SH.UHC.NOP1.TO],Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure [SH.UHC.NOP2.TO],Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure [SH.UHC.OOPC.25.TO],Number of under-five deaths [SH.DTH.MORT],"Nurses and midwives (per 1,000 people) [SH.MED.NUMW.P3]",Out-of-pocket expenditure per capita (current US$) [SH.XPD.OOPC.PC.CD],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],People using at least basic sanitation services (% of population) [SH.STA.BASS.ZS],People using safely managed drinking water services (% of population) [SH.H2O.SMDW.ZS],People with basic handwashing facilities including soap and water (% of population) [SH.STA.HYGN.ZS],Population ages 0-14 (% of total population) [SP.POP.0014.TO.ZS],Population ages 15-64 (% of total population) [SP.POP.1564.TO.ZS],Population ages 65 and above (% of total population) [SP.POP.65UP.TO.ZS],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]",Prevalence of overweight (% of adults) [SH.STA.OWAD.ZS],Prevalence of overweight (% of children under 5) [SH.STA.OWGH.ZS],Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],"Probability of dying at age 5-14 years (per 1,000 children age 5) [SH.DYN.0514]","Public spending on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]",Ratio of young literate females to males (% ages 15-24) [SE.ADT.1524.LT.FM.ZS],"School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, secondary (% net) [SE.SEC.NENR]","School enrollment, tertiary (% gross) [SE.TER.ENRR]",Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF],"Smoking prevalence, males (% of adults) [SH.PRV.SMOK.MA]","Smoking prevalence, females (% of adults) [SH.PRV.SMOK.FE]","Specialist surgical workforce (per 100,000 population) [SH.MED.SAOP.P5]",Tuberculosis treatment success rate (% of new cases) [SH.TBS.CURE.ZS],"Tuberculosis death rate (per 100,000 people) [SH.TBS.MORT]",Unmet need for contraception (% of married women ages 15-49) [SP.UWT.TFRT],Urban population growth (annual %) [SP.URB.GROW],Rural population growth (annual %) [SP.RUR.TOTL.ZG],Vitamin A supplementation coverage rate (% of children ages 6-59 months) [SN.ITK.VITA.ZS],Wanted fertility rate (births per woman) [SP.DYN.WFRT]
2018,YR2018,"Iran, Islamic Rep.",IRN,..,..,..,..,4.843,..,..,99,99,99,27770616,77.668,75.409,76.479,..,12.4,..,..,..,1.5844,81800269,..,..,12.03999996,25.102,74.898,..,18.783,..,..,2.137,99,99,99,..,..,..,..,..,..,..,..,..,83.386,49.574,11.7,13.1,18989,..,13590,..,..,..,21986,..,..,..,..,..,..,24.47655866,69.33886753,6.184573806,0.1,..,..,..,2.7,3.95536,..,..,..,..,1.052,..,..,..,..,1.1,..,2.061668554,-0.601435975,..,..
2018,YR2018,Iraq,IRQ,..,..,..,..,4.776,..,25.8,95,83,84,10146991,72.486,68.429,70.454,..,22.5,..,..,..,0.7079,38433600,..,..,12.86200047,29.527,70.473,..,29.075,36.8,..,3.672,84,84,71,..,3.9,..,..,..,..,..,..,..,185.811,129.1,20.1,24.6,24865,..,17056,..,..,..,29488,2.0448,..,..,..,..,..,38.3865654,58.28983494,3.323599663,..,..,6.1,..,7.2,..,..,..,..,..,1.065,..,..,..,..,2.2,13.3,2.595551171,1.660218197,..,..
2018,YR2018,Ireland,IRL,..,..,..,..,6.4,..,..,0,92,94,2385553,84.4,80.9,82.60731707,..,3.1,..,..,..,3.3125,4867309,..,..,5.739999771,36.83,63.17,..,12.5,..,..,1.75,94,94,94,..,..,..,..,..,..,..,..,..,..,..,2.8,3.4,197,..,141,..,..,..,232,..,..,..,..,..,..,21.40641959,64.72777871,13.8658017,0.2,..,..,..,0.6,..,..,..,..,..,1.058,..,..,71.97,..,0.39,..,1.592353061,0.635104688,..,..
2018,YR2018,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84077,..,..,..,47.412,52.588,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.817554629,0.298968906,..,..
2018,YR2018,Israel,ISR,..,..,..,..,5,..,..,..,98,98,4102822,84.8,80.9,82.80243902,..,3,..,..,..,4.6249,8882800,..,..,3.997999907,7.582,92.418,..,20.8,..,..,3.09,97,98,98,..,..,..,..,..,..,..,..,..,..,..,2.8,3.2,502,..,327,..,..,..,632,..,..,..,..,..,..,27.92524646,60.09776752,11.97698602,0.2,..,..,..,0.9,..,..,..,..,..,1.053,..,..,..,..,0.19,..,2.015384411,0.850982671,..,..
2018,YR2018,Italy,ITA,..,..,..,..,10.5,..,..,..,93,95,26034264,85.2,80.8,82.94634146,99.15576,2.6,..,..,..,3.9774,60421760,..,..,10.60999966,29.562,70.438,..,7.3,..,..,1.29,95,94,95,..,..,..,..,..,..,..,..,..,..,..,2.4,2.8,1200,..,905,..,..,..,1417,5.7401,..,..,..,..,..,13.32911609,63.91920431,22.7516796,0.3,..,..,..,0.7,..,1.0003,..,..,..,1.063,..,..,..,..,0.56,..,0.228197851,-1.179669989,..,..
2018,YR2018,Jamaica,JAM,..,..,..,..,7.573,..,..,93,89,97,1473383,75.993,72.787,74.368,..,12.4,..,..,..,..,2934855,..,..,9.104000092,44.326,55.674,..,16.103,..,..,1.979,97,98,98,..,..,..,..,..,..,..,..,..,175.464,104.39,10.9,13.8,587,..,483,..,..,..,683,0.8068,..,..,..,..,..,23.75009668,67.45326077,8.796642551,1.9,..,..,..,2.6,5.40731,..,81.0188,73.96802,..,1.05,..,..,..,..,0.26,..,1.011307847,-0.187309477,..,..
2018,YR2018,Japan,JPN,..,..,..,..,11,..,..,99,97,99,68358370,87.32,81.25,84.21097561,..,1.8,..,..,..,..,126529100,..,..,2.400000095,8.384,91.616,..,7.4,..,..,1.42,..,99,97,..,..,..,..,..,..,..,..,..,..,..,1.7,1.9,1734,..,807,..,..,..,2424,12.1531,..,..,..,..,..,12.69684881,59.72678128,27.57636991,0.1,..,..,..,0.7,..,..,..,..,..,1.056,..,..,..,..,2.2,..,-0.11421871,-1.164159378,..,..
2018,YR2018,Jordan,JOR,..,..,..,..,3.864,..,25.4,94,92,96,2579658,76.175,72.73,74.405,98.22711,13.9,..,..,..,..,9956011,..,..,14.95899963,9.021,90.979,..,21.979,46.2,..,2.761,96,96,92,..,..,..,..,..,..,..,..,..,123.898,89.001,12.6,15.1,3001,..,2050,..,..,..,3497,2.8212,..,..,..,..,..,34.24549021,61.90801939,3.846490398,0.1,..,..,..,2.8,3.58851,1.003,80.8644,62.59678,34.41532,1.054,..,..,..,..,0.12,14.2,2.047485157,-0.747092076,..,2.2
2018,YR2018,Kazakhstan,KAZ,..,..,..,..,7.14,..,..,95,99,98,9028828,77.19,68.84,73.15,99.78163,8.8,..,..,..,..,18272430,..,..,4.824999809,42.572,57.428,..,21.77,..,..,2.84,98,98,98,..,..,..,..,..,..,..,..,..,220.812,94.435,7.6,10,3399,..,2150,..,..,..,3825,..,..,..,..,..,..,28.46054978,64.14760395,7.391846271,0.2,..,..,..,2.8,2.75095,0.99911,87.58681,99.83695,53.98825,1.066,..,..,..,..,2.3,10.6,1.452844596,1.076640868,..,..
2018,YR2018,Kenya,KEN,..,..,..,..,5.469,..,..,95,89,92,23057935,68.684,63.965,66.342,81.53497,30.6,..,..,..,0.1565,51393010,..,..,2.63499999,72.97,27.03,..,28.748,..,..,3.492,92,92,81,..,..,..,..,..,..,..,..,..,264.72,194.507,27.4,33.7,44952,..,28911,..,..,..,60332,1.1656,..,..,..,..,..,39.78216693,57.87864645,2.339186612,4.7,..,..,..,10.4,5.32024,1.00559,..,..,..,1.03,..,..,..,..,38,..,4.052522702,1.666637038,..,..
2018,YR2018,Kiribati,KIR,..,..,..,..,6.329,..,..,89,84,95,..,72.113,64.001,68.116,..,41.2,..,..,..,..,115847,..,..,..,45.943,54.057,..,27.887,..,..,3.569,95,95,93,..,..,..,..,..,..,..,..,..,235.02,153.038,37,45.4,133,..,74,..,..,..,169,3.8342,..,..,..,..,..,35.53997946,60.50739337,3.952627172,..,..,..,..,8.8,..,..,..,..,..,1.058,..,..,..,..,37,..,2.949349291,-0.245827163,..,..
2018,YR2018,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,9.088,..,..,96,98,97,16395998,75.549,68.435,72.095,..,13.7,..,..,..,..,25549819,..,..,2.713000059,38.101,61.899,..,13.89,..,..,1.904,97,97,99,..,..,..,..,..,..,..,..,..,161.971,95.764,12.1,15.2,4842,..,3427,..,..,..,6415,..,..,..,..,..,..,20.2021135,70.46336609,9.33452041,..,..,..,..,3.9,..,..,..,..,27.02157,1.05,..,..,..,..,80,..,0.827794425,-0.108234008,..,..
2018,YR2018,"Korea, Rep.",KOR,..,..,..,..,5.8,..,..,98,98,98,28272711,85.7,79.7,82.62682927,..,2.7,..,..,..,..,51606633,..,..,3.84800005,18.541,81.459,..,6.4,..,..,0.977,98,98,98,..,..,..,..,..,..,..,..,..,79.266,32.342,2.5,2.9,1044,..,565,..,..,..,1237,7.3009,..,..,..,..,..,12.97332358,72.60812059,14.41855583,..,..,..,..,0.8,..,..,..,..,..,1.055,..,..,..,..,4.7,..,0.421334443,0.712926786,..,..
2018,YR2018,Kosovo,XKX,..,..,..,..,7,..,..,..,..,..,..,74.5,70,72.19512195,..,..,..,..,..,..,1845300,..,..,..,..,..,..,16,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,YR2018,Kuwait,KWT,..,..,..,..,2.696,..,..,99,99,99,2383247,76.467,74.672,75.398,96.05647,6.7,..,..,..,..,4137309,..,..,2.075999975,0,100,..,13.939,..,..,2.082,99,99,99,..,..,..,..,..,..,..,..,..,69.179,41.12,6.1,7.3,388,..,257,..,..,..,457,7.4145,..,..,..,..,..,21.53888805,75.91063957,2.550472384,0.1,..,..,..,1.9,..,1.00736,82.63321,..,54.36414,1.045,..,..,..,..,0.36,..,1.982439531,..,..,..
2018,YR2018,Kyrgyz Republic,KGZ,..,..,..,..,5.2,..,45.6,97,96,94,2564912,75.6,67.4,71.4,99.586,16.9,..,..,..,..,6322800,..,..,5.960000038,63.649,36.351,..,27.1,..,..,3.3,92,92,92,..,1.8,..,..,..,..,..,..,..,210.663,94.014,14.9,18.8,2643,..,2057,..,..,..,2967,..,..,..,..,..,..,32.35041711,63.15485491,4.494727976,0.2,..,6.9,..,3.1,..,1.0012,89.85774,84.38733,41.26702,1.058,..,..,..,..,6.2,..,2.586280571,1.651546975,..,..
2018,YR2018,Lao PDR,LAO,..,..,..,..,6.434,..,..,79,69,68,3732339,69.417,65.838,67.61,..,37.6,..,..,..,..,7061507,..,..,0.640999973,64.996,35.004,..,23.549,..,..,2.667,68,68,67,..,..,..,..,..,..,..,..,..,205.59,156.747,33.2,41.9,6227,..,3770,..,..,..,7839,0.9522,..,..,..,..,..,32.60391868,63.32093135,4.075149964,0.3,..,..,..,8.8,..,..,91.46712,60.0122,14.96676,1.05,..,..,..,..,30,..,3.381673679,0.574254294,..,..
2018,YR2018,Latvia,LVA,..,..,..,..,15,..,..,95,98,96,1000226,79.8,69.8,74.67804878,99.88931,3.3,..,..,..,..,1927174,..,..,7.412000179,31.858,68.142,..,10,..,..,1.6,96,96,96,..,..,..,..,..,..,..,..,..,..,..,3.1,3.5,68,..,41,..,..,..,80,..,..,..,..,..,..,15.99577694,63.96060274,20.04362032,0.4,..,..,..,1.4,..,1.0008,..,..,..,1.065,..,..,..,..,2.7,..,-0.680734207,-0.989293511,..,..
2018,YR2018,Lebanon,LBN,..,..,..,..,4.356,..,..,..,82,83,2381501,80.821,77.076,78.875,95.06944,6.4,..,..,..,2.1038,6848925,..,..,6.143000126,11.407,88.593,..,17.545,..,..,2.087,80,85,81,..,..,..,..,..,..,..,..,..,76.205,53.338,6.1,6.6,741,..,505,..,..,..,860,1.6735,..,..,..,..,..,26.09586717,66.9017647,7.002368134,0.1,..,..,..,1.7,..,1.00177,..,..,..,1.05,..,..,..,..,0.89,..,0.727747261,-0.885024117,..,..
2018,YR2018,Lesotho,LSO,..,..,..,..,14.246,..,..,98,90,93,962772,56.954,50.582,53.705,..,65.7,..,..,..,..,2108132,..,..,23.97100067,71.847,28.153,..,26.808,..,..,3.141,93,93,90,..,10.5,..,..,..,..,..,..,..,545.675,419.363,59,71.8,3677,..,1968,..,..,..,4557,3.2567,..,..,..,..,..,32.71635154,62.38256097,4.901087497,23.6,..,6.6,..,9.1,6.51166,..,..,..,10.19626,1.027,..,..,..,..,45,..,2.310041524,0.209312877,..,..
2018,YR2018,Liberia,LBR,..,..,..,..,7.538,..,..,92,91,84,2165501,65.114,62.347,63.73,..,53.5,..,..,..,..,4818977,..,..,2.931999922,48.849,51.151,..,33.042,..,..,4.315,84,84,84,..,..,..,..,..,..,..,..,..,247.482,207.08,48.3,58.4,8402,..,3901,..,..,..,11069,0.5321,..,..,..,..,..,41.12498659,55.62158161,3.2534318,1.3,..,..,..,16.8,2.58412,..,..,..,..,1.054,..,..,..,..,56,..,3.344036403,1.52743736,..,..
2018,YR2018,Libya,LBY,..,..,..,..,5.095,..,..,99,97,97,2380602,75.788,69.895,72.724,..,10.2,..,..,..,..,6678567,..,..,18.46800041,19.898,80.102,..,18.829,..,..,2.24,97,97,97,..,..,..,..,..,..,..,..,..,179.566,99.334,9.1,11.3,1298,..,800,..,..,..,1525,..,..,..,..,..,..,28.31923773,67.28872201,4.392040259,0.2,..,..,..,5.8,..,..,..,..,..,1.06,..,..,..,..,6.2,..,1.832312146,0.053667756,..,..
2018,YR2018,Liechtenstein,LIE,..,..,..,..,7.2,..,..,..,..,..,..,86,81.6,83.74634146,..,..,..,..,..,..,37910,..,..,..,85.662,14.338,..,9.9,..,..,1.58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.460957763,0.262091018,..,..
2018,YR2018,Lithuania,LTU,..,..,..,..,14.1,..,..,96,92,92,1472661,80.9,71.9,76.2902439,..,3.3,..,..,..,6.3528,2801543,..,..,6.146999836,32.321,67.679,..,10,..,..,1.63,93,92,92,..,..,..,..,..,..,..,..,..,..,..,3,3.5,95,..,60,..,..,..,119,9.8472,..,..,..,..,..,14.88242451,65.41254234,19.70503316,..,..,..,..,1.5,..,..,..,..,..,1.058,..,..,..,..,5.4,..,-0.713094844,-1.457160574,..,..
2018,YR2018,Low income,LIC,..,..,..,..,7.656772202,..,..,83.86151639,75.11625114,77.71848763,288577241,65.67307428,61.86361114,63.76785094,63.18397,48.1,..,..,..,..,705417321,..,..,3.875149119,67.42779611,32.57220389,..,34.37131994,..,..,4.505573075,77.71848763,77.73475504,76.0590886,..,18.5,..,..,..,..,..,..,..,259.7268786,201.9119071,43.4,52.5,1149973,..,640790,..,..,..,1610809,0.979196825,..,..,..,..,..,41.88910211,54.81972624,3.291171653,2.167772228,..,2.8,..,16.6,3.86729,0.9174,..,33.57867,8.88348,1.037313026,..,..,..,..,31,..,4.029219733,1.943600217,..,..
2018,YR2018,Luxembourg,LUX,..,..,..,..,7.1,..,..,..,99,99,302721,84.4,79.9,82.09512195,..,1.9,..,..,..,..,607950,..,..,5.585000038,9.019,90.981,..,10.3,..,..,1.38,96,99,99,..,..,..,..,..,..,..,..,..,..,..,1.8,2.1,12,..,9,..,..,..,15,..,..,..,..,..,..,15.87882399,69.93802183,14.18315418,0.3,..,..,..,0.4,..,..,..,..,..,1.046,..,..,..,..,0.18,..,2.208365157,-0.848101407,..,..
2018,YR2018,"Macao SAR, China",MAC,..,..,..,..,3.939,..,..,..,..,..,385783,87.051,81.149,84.118,..,..,..,..,..,..,631636,..,..,1.965999961,0,100,..,11.058,..,..,1.217,..,..,..,..,..,..,..,..,..,..,..,..,58.271,24.487,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.65406658,75.86173049,10.48420293,..,..,..,..,..,..,..,96.39553,86.42111,90.6571,1.05,..,..,..,..,4.8,..,1.443311366,..,..,..
2018,YR2018,Madagascar,MDG,..,..,..,..,6.055,..,..,70,62,75,13409202,68.301,65.077,66.681,74.80432,38.2,..,..,..,..,26262368,..,..,1.68900001,62.809,37.191,..,32.657,..,..,4.077,75,75,76,..,26.4,..,..,..,..,..,..,..,232.545,181.739,34.2,41.9,32306,..,17671,..,..,..,44760,0.146,..,..,..,..,..,40.66815059,56.34513228,2.986717126,0.3,..,1.4,..,12,3.23481,0.98725,95.60378,29.84739,5.35049,1.03,..,..,..,..,48,..,4.484804041,1.610115917,..,..
2018,YR2018,Malawi,MWI,..,..,..,..,6.597,..,..,92,87,92,7799084,66.937,60.651,63.798,..,35.3,..,..,..,0.0358,18143315,..,..,5.622000217,83.063,16.937,..,34.118,..,..,4.209,92,92,91,..,11.8,..,..,..,..,..,..,..,325.106,212.388,31.4,39,21642,..,13868,..,..,..,30226,0.4386,..,..,..,..,..,43.90228591,53.45227916,2.64543493,9.2,..,2.5,..,13.7,4.71484,..,..,34.23885,..,1.03,..,..,..,..,22,..,3.967306091,2.373806101,..,..
2018,YR2018,Malaysia,MYS,..,..,..,..,5.09,..,..,98,96,99,15381536,78.167,74.075,75.997,94.85441,6.7,..,..,..,..,31528585,..,..,3.349999905,23.964,76.036,..,16.752,..,..,2.001,99,99,99,..,..,..,..,..,..,..,..,..,160.383,84.296,6.1,7.2,3501,..,2252,..,..,..,4080,..,..,..,..,..,..,23.99514109,69.33310429,6.671754625,0.4,..,..,..,2.6,4.53477,1.00334,..,72.21113,45.12539,1.06,..,..,..,..,3.9,..,2.130163068,-1.075630233,..,..
2018,YR2018,Maldives,MDV,..,..,..,..,2.814,..,..,99,99,99,283491,80.499,77.229,78.627,..,7.4,..,..,..,4.5627,515696,..,..,5.848999977,60.192,39.808,..,14.199,..,..,1.87,99,99,99,..,..,..,..,..,..,..,..,..,67.456,42.149,6.6,8.1,53,..,34,..,..,..,62,6.4282,..,..,..,..,..,20.1479166,76.14873879,3.703344606,..,..,..,..,2.4,..,..,..,..,..,1.071,..,..,..,..,0.15,..,4.894045215,3.104643563,..,..
2018,YR2018,Mali,MLI,..,..,..,..,9.686,..,40.4,83,70,71,7086706,59.649,58.137,58.893,35.47377,62,..,..,..,0.1286,19077690,..,..,7.110000134,57.644,42.356,..,41.543,34.2,..,5.877,71,71,73,..,18.6,..,..,..,..,..,..,..,263.613,244.756,56.3,67.2,48323,..,25934,..,..,..,75247,0.3585,..,..,..,..,..,47.54348639,49.94928385,2.507229758,1.4,..,2,..,25.8,..,0.7504,58.94142,29.92706,..,1.05,..,..,..,..,7.7,23.9,4.87623694,1.657006791,..,5.5
2018,YR2018,Malta,MLT,..,..,..,..,7.6,..,..,..,96,97,235579,84.6,80.2,82.34634146,94.50319,6.1,..,..,..,..,484630,..,..,3.71600008,5.388,94.612,..,9.2,..,..,1.23,98,97,97,..,..,..,..,..,..,..,..,..,63.699,35.056,5.6,6.6,26,..,20,..,..,..,30,9.4833,..,..,..,..,..,14.27690052,65.37377518,20.3493243,..,..,..,..,0.8,..,1.00509,..,..,..,1.06,..,..,..,..,0.45,..,3.561784372,2.273661473,..,..
2018,YR2018,Marshall Islands,MHL,..,..,..,..,..,..,..,98,83,81,..,..,..,..,..,27.4,..,..,..,..,58413,..,..,..,22.969,77.031,..,..,..,..,..,84,72,80,..,..,..,..,..,..,..,..,..,..,..,24,30.5,38,..,21,..,..,..,46,3.339,..,..,..,..,..,..,..,..,..,..,..,..,6.1,..,..,..,..,..,..,..,..,..,..,48,..,1.12641992,-1.104410292,..,..
2018,YR2018,Mauritania,MRT,..,..,..,..,7.222,..,40.3,90,78,81,1210148,66.292,63.082,64.704,..,51.5,..,..,..,0.1865,4403319,..,..,9.463999748,46.328,53.672,..,33.694,..,..,4.561,81,81,81,..,19.2,..,..,..,..,..,..,..,218.359,176.149,45.9,56.9,7532,..,4963,..,..,..,10934,0.9252,..,..,..,..,..,40.08318282,56.77570502,3.141112158,0.2,..,1.5,..,8.4,..,..,79.5744,30.97658,..,1.05,..,..,..,..,18,..,4.372995458,0.966582303,..,..
2018,YR2018,Mauritius,MUS,..,..,..,..,8.5,..,..,99,99,97,608753,77.72,71.27,74.41634146,91.32539,13.6,..,..,..,2.5331,1265303,..,..,6.657000065,59.207,40.793,..,10.2,..,..,1.41,97,97,98,..,..,..,..,..,..,..,..,..,188.405,93.506,12.1,15,175,..,119,..,..,..,201,..,..,..,..,..,..,17.79369232,70.73213461,11.47417307,1.3,..,..,..,1.7,4.83459,1.00623,94.80512,84.30832,..,1.042,..,..,..,..,1.6,..,-0.063139385,0.13571278,..,..
2018,YR2018,Mexico,MEX,..,..,..,..,6.01,..,..,96,97,88,56253063,77.844,72.118,74.992,95.37991,11,..,..,..,..,126190788,..,..,3.282999992,19.844,80.156,..,17.602,..,..,2.129,55,88,88,..,..,..,..,..,..,..,..,..,184.379,95.815,9.8,12,24359,..,16676,..,..,..,28362,2.3961,..,..,..,..,..,26.55684819,66.21946683,7.223684981,0.2,..,..,..,2.5,..,1.00141,..,..,..,1.05,..,..,..,..,1.5,..,1.487619951,-0.319436704,..,..
2018,YR2018,"Micronesia, Fed. Sts.",FSM,..,..,..,..,6.564,..,..,80,73,75,..,69.454,66.117,67.755,..,25.6,..,..,..,..,112640,..,..,..,77.297,22.703,..,22.82,..,..,3.053,83,59,75,..,..,..,..,..,..,..,..,..,177.715,146.294,22.7,28.2,65,..,41,..,..,..,78,2.0426,..,..,..,..,..,31.70720881,64.29598722,3.996803977,..,..,..,..,5.8,..,..,..,..,..,1.058,..,..,..,..,12,..,1.473279622,0.931194599,..,..
2018,YR2018,Middle East & North Africa,MEA,..,..,..,..,4.904496994,..,..,93.28161952,89.14551219,90.13424829,150094613,75.90954855,72.44109505,74.08879866,78.96279,18.3,..,..,..,..,448912959,..,..,10.13718651,34.62801428,65.37198572,..,22.5785255,..,..,2.808947922,90.14080502,90.19642804,88.43683815,..,5.1,..,..,..,..,..,..,..,128.4187751,85.55755193,16.8,19.8,185176,..,123004,..,..,..,221081,2.542936241,..,..,..,..,..,29.88622828,64.93158834,5.182183385,0.109040656,..,10.9,..,4.4,..,0.95369,93.71546,72.89887,41.8903,1.054218781,..,..,..,..,2.7,..,2.234959662,0.805616729,..,..
2018,YR2018,Middle income,MIC,..,..,..,..,7.225779214,..,..,89.78349358,87.48955825,86.55961071,2525132780,74.18444901,69.79636796,71.91306938,86.14847,27.3546151,..,..,..,..,5677688545,..,..,5.639605128,47.46431393,52.53568607,..,17.83837004,..,..,2.322285024,85.84530941,83.403662,86.4922518,..,14,..,..,..,..,..,..,..,170.5812609,114.9932851,25.33895625,29.27965417,2797276,..,1800442,..,..,..,3648186,2.677140312,..,..,..,..,..,25.77248759,66.5910879,7.63642451,..,..,6.2,..,6.03121768,..,0.97815,90.26697,68.12466,36.33751,1.076769789,..,..,..,..,18,..,2.186417085,-0.164686018,..,..
2018,YR2018,Moldova,MDA,..,..,..,..,11.61,..,..,96,93,93,988570,76.074,67.53,71.808,..,13.6,..,..,..,..,2706049,..,..,2.977999926,57.371,42.629,..,10.1,..,..,1.262,94,92,94,..,..,..,..,..,..,..,..,..,237.424,95.579,12,15.1,559,..,486,..,..,..,654,..,..,..,..,..,..,15.86009086,72.6703528,11.46955634,0.6,..,..,..,2.3,5.51108,..,86.31417,77.95594,39.82124,1.058,..,..,..,..,5.1,..,-1.629476205,-1.923933681,..,..
2018,YR2018,Monaco,MCO,..,..,..,..,6.6,..,..,89,87,99,..,..,..,..,..,2.6,..,..,..,..,38682,..,..,..,0,100,..,5.9,..,..,..,99,99,99,..,..,..,..,..,..,..,..,..,..,..,2.3,2.9,1,..,1,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,..,..,..,..,..,..,..,..,..,..,0,..,0.7525271,..,..,..
